id,text,topic,sentiment,urgency,routing
485,The IV pump failed calibration mid-infusion. broke,equipment,negative,medium,UnitManager
442,We called a code gray; security took too long to arrive. angry,safety,negative,high,Safety
162,The posted schedule doesn't match the app.,scheduling,neutral,medium,Scheduling
611,Could we get hands-on time with the new EHR features? resolved,training,positive,low,HR
709,"Per policy, we're supposed to double-check insulin with a second nurse. great support",policies,positive,low,HR
116,I can't swap my Friday even though policy says I can request.,scheduling,neutral,medium,Scheduling
326,Leadership wants us to double chart temporarily.,management,neutral,medium,HR
110,My shift was moved without notice on the schedule. didn't work,scheduling,negative,medium,Scheduling
1562,The vending machines keep eating our money.,other,neutral,low,UnitManager
424,Panic button didn't work during an incident with a combative visitor.,safety,neutral,high,Safety
1646,Management told us to float without addressing safety concerns.,management,negative,medium,HR
1154,The shift report missed critical details again.,communication,negative,medium,UnitManager
1024,I was harassed by a coworker in the break room.,harassment,neutral,high,HR
77,Charge nurse floated again due to lack of coverage.,staffing,neutral,low,UnitManager
1622,The charting took forever and I had to stay 30 minutes unpaid.,pay,negative,medium,Payroll
1498,The float nurse showed great teamwork and communication. appreciate,professionalism,positive,low,UnitManager
1011,A visitor made repeated inappropriate comments to me. angry,harassment,negative,high,HR
646,The PPE reuse rule changed but we haven't seen the updated policy.,policies,positive,low,HR
790,The handoff template is missing fields we actually use. late,workflow,negative,medium,UnitManager
513,The portable monitor battery won't hold a charge. didn't work,equipment,negative,medium,UnitManager
675,New float policy says we can refuse unsafe assignments. issue,policies,negative,medium,HR
873,Census is up and we don't have float support.,patient_load,negative,medium,UnitManager
1112,We didn't get the update about the new triage flow.,communication,positive,low,UnitManager
1039,Someone spread rumors and made me feel unsafe at work. again,harassment,negative,high,HR
1211,Supervisor plays favorites on shift assignments.,supervisor_behavior,neutral,medium,HR
1284,A coworker keeps taking my assigned patients without asking. works well,coworker_conflict,positive,low,UnitManager
492,The lift is out of service again and the sign-in sheet is full. unsafe,equipment,negative,medium,UnitManager
352,Management announced changes during lunch with no Q&A. kudos,management,positive,low,HR
1296,A coworker keeps taking my assigned patients without asking. issue,coworker_conflict,negative,medium,UnitManager
857,I had 7 patients on days including two total cares. broke,patient_load,negative,medium,UnitManager
1169,We didn't get the update about the new triage flow.,communication,negative,medium,UnitManager
719,New float policy says we can refuse unsafe assignments.,policies,positive,low,HR
1355,I believe I received fewer training opportunities due to bias. unpaid,discrimination,negative,high,HR
848,My pod keeps getting high acuity without help. didn't work,patient_load,negative,medium,UnitManager
1557,My badge reader works only on the second try. broke,other,negative,low,UnitManager
916,Morale is low; people are talking about leaving.,burnout,neutral,medium,UnitManager
1535,My badge reader works only on the second try.,other,neutral,low,UnitManager
1195,My supervisor ignored the incident report I filed. won't,supervisor_behavior,negative,medium,HR
236,Direct deposit didn't hit this morning. didn't work,pay,negative,medium,Payroll
1063,A patient's family member keeps sending threatening messages. again,harassment,negative,high,HR
632,The PPE reuse rule changed but we haven't seen the updated policy. problem,policies,negative,medium,HR
141,My shift was moved without notice on the schedule.,scheduling,negative,medium,Scheduling
463,The IV pump failed calibration mid-infusion. angry,equipment,negative,medium,UnitManager
221,Direct deposit didn't hit this morning. appreciate,pay,positive,low,Payroll
797,The handoff template is missing fields we actually use. issue,workflow,negative,medium,UnitManager
749,The discharge checklist is too long and duplicates the summary. didn't work,workflow,negative,medium,UnitManager
888,Assignments are uneven; my side had all new admissions. angry,patient_load,negative,medium,UnitManager
1297,There was an argument in the med room that disrupted care.,coworker_conflict,negative,medium,UnitManager
931,I'm exhausted and dreading coming in again. broken,burnout,negative,medium,UnitManager
1405,I was passed over for an assignment due to my accent. issue,discrimination,negative,high,HR
1356,I'm being treated differently because of my religion. problem,discrimination,negative,high,HR
1181,Charge nurse raised their voice at me during rounds.,supervisor_behavior,neutral,medium,HR
762,The charting steps doubled after the update; forms feel redundant.,workflow,negative,medium,UnitManager
850,Assignments are uneven; my side had all new admissions.,patient_load,negative,medium,UnitManager
416,We called a code gray; security took too long to arrive. late,safety,negative,high,Safety
769,The handoff template is missing fields we actually use. problem,workflow,negative,medium,UnitManager
636,"Per policy, we're supposed to double-check insulin with a second nurse.",policies,neutral,low,HR
454,The lift is out of service again and the sign-in sheet is full. late,equipment,negative,medium,UnitManager
1305,A colleague undermines me in front of patients.,coworker_conflict,neutral,medium,UnitManager
183,Direct deposit didn't hit this morning. much better,pay,positive,low,Payroll
190,Overtime rate looks incorrect on this pay period.,pay,neutral,medium,Payroll
1497,The float nurse showed great teamwork and communication. thank you,professionalism,positive,low,UnitManager
1398,I was passed over for an assignment due to my accent.,discrimination,neutral,high,HR
1430,I believe I received fewer training opportunities due to bias. concerned,discrimination,negative,high,HR
403,Oxygen alarm failed and no one was alerted.,safety,negative,high,Safety
1492,Team handled a tough code with excellent professionalism—kudos.,professionalism,positive,low,UnitManager
842,Census is up and we don't have float support.,patient_load,negative,medium,UnitManager
960,Morale is low; people are talking about leaving. can't,burnout,negative,medium,UnitManager
42,Overtime requests keep coming because the roster is thin.,staffing,neutral,low,UnitManager
1542,My badge reader works only on the second try.,other,neutral,low,UnitManager
875,I had 7 patients on days including two total cares. again,patient_load,negative,medium,UnitManager
438,Oxygen alarm failed and no one was alerted. unsafe,safety,negative,high,Safety
767,New barcode step adds clicks without improving safety.,workflow,negative,medium,UnitManager
1018,Someone spread rumors and made me feel unsafe at work. late,harassment,negative,high,HR
1099,No one replied on the group thread about supplies.,communication,neutral,low,UnitManager
563,Could we get hands-on time with the new EHR features? pleased,training,positive,low,HR
52,Overtime requests keep coming because the roster is thin. great support,staffing,positive,low,UnitManager
1453,Appreciate the calm leadership during the downtime. improved,professionalism,positive,low,UnitManager
847,My pod keeps getting high acuity without help. unpaid,patient_load,negative,medium,UnitManager
33,We were short two CNAs on nights and I had to cover extra rooms. urgent,staffing,negative,low,UnitManager
1025,I was harassed by a coworker in the break room. broke,harassment,negative,high,HR
1312,A coworker keeps taking my assigned patients without asking.,coworker_conflict,neutral,medium,UnitManager
521,The lift is out of service again and the sign-in sheet is full. unpaid,equipment,negative,medium,UnitManager
355,Management announced changes during lunch with no Q&A. kudos,management,positive,low,HR
285,The director canceled our huddle without telling the unit. late,management,negative,medium,HR
1273,We can't agree on who handles admissions. angry,coworker_conflict,negative,medium,UnitManager
1254,Charge nurse raised their voice at me during rounds. concerned,supervisor_behavior,negative,medium,HR
979,I'm overwhelmed even after the shift ends. problem,burnout,negative,medium,UnitManager
1208,My supervisor dismissed my concerns in front of the team. appreciate,supervisor_behavior,positive,low,HR
1587,My badge reader works only on the second try.,other,positive,low,UnitManager
1624,Bar-code scanning added steps and I wasn't paid for staying late.,pay,negative,medium,Payroll
959,I'm exhausted and dreading coming in again.,burnout,negative,medium,UnitManager
914,I'm overwhelmed even after the shift ends. urgent,burnout,negative,medium,UnitManager
665,New float policy says we can refuse unsafe assignments.,policies,neutral,low,HR
590,I'd like more training on the new wound vac device.,training,neutral,low,HR
263,Direct deposit didn't hit this morning. great support,pay,positive,low,Payroll
1055,I was harassed by a coworker in the break room. late,harassment,negative,high,HR
841,Census is up and we don't have float support. unsafe,patient_load,negative,medium,UnitManager
631,Visitation rules were updated; please provide the latest version. unsafe,policies,negative,medium,HR
320,Leadership keeps changing the rollout with no explanation. late,management,negative,medium,HR
1352,I was passed over for an assignment due to my accent.,discrimination,negative,high,HR
804,The handoff template is missing fields we actually use.,workflow,negative,medium,UnitManager
173,The posted schedule doesn't match the app.,scheduling,neutral,medium,Scheduling
1517,Rounds were efficient and respectful today. pleased,professionalism,positive,low,UnitManager
1482,Team handled a tough code with excellent professionalism—kudos. went smoothly,professionalism,positive,low,UnitManager
1304,There was an argument in the med room that disrupted care.,coworker_conflict,neutral,medium,UnitManager
1141,We didn't get the update about the new triage flow. works well,communication,positive,low,UnitManager
253,Direct deposit didn't hit this morning.,pay,neutral,medium,Payroll
1314,A coworker keeps taking my assigned patients without asking.,coworker_conflict,neutral,medium,UnitManager
771,The charting steps doubled after the update; forms feel redundant. problem,workflow,negative,medium,UnitManager
703,The PPE reuse rule changed but we haven't seen the updated policy. concerned,policies,negative,medium,HR
784,The handoff template is missing fields we actually use. problem,workflow,negative,medium,UnitManager
986,I'm overwhelmed even after the shift ends. annoyed,burnout,negative,medium,UnitManager
13,New hires keep dropping; staffing remains tight on weekends.,staffing,neutral,low,UnitManager
391,Sharps were left unattended in the triage bay. frustrated,safety,negative,high,Safety
886,My pod keeps getting high acuity without help. didn't work,patient_load,negative,medium,UnitManager
1047,Someone spread rumors and made me feel unsafe at work. angry,harassment,negative,high,HR
321,Management announced changes during lunch with no Q&A. urgent,management,negative,medium,HR
1313,A coworker keeps taking my assigned patients without asking.,coworker_conflict,neutral,medium,UnitManager
1574,The vending machines keep eating our money.,other,neutral,low,UnitManager
1436,I believe I received fewer training opportunities due to bias. won't,discrimination,negative,high,HR
1029,A patient's family member keeps sending threatening messages.,harassment,negative,high,HR
475,The lift is out of service again and the sign-in sheet is full.,equipment,negative,medium,UnitManager
212,My paycheck is missing my weekend differential.,pay,positive,low,Payroll
810,The discharge checklist is too long and duplicates the summary. annoyed,workflow,negative,medium,UnitManager
530,The portable monitor battery won't hold a charge. concerned,equipment,negative,medium,UnitManager
1013,I was harassed by a coworker in the break room. broke,harassment,negative,high,HR
526,The IV pump failed calibration mid-infusion. frustrated,equipment,negative,medium,UnitManager
876,My pod keeps getting high acuity without help.,patient_load,negative,medium,UnitManager
910,I'm exhausted and dreading coming in again. won't,burnout,negative,medium,UnitManager
1161,The shift report missed critical details again. kudos,communication,positive,low,UnitManager
129,I can't swap my Friday even though policy says I can request. thank you,scheduling,positive,low,Scheduling
1702,Leadership changed practice without updating the written written policy.,management,negative,medium,HR
244,My paycheck is missing my weekend differential. kudos,pay,positive,low,Payroll
184,My paycheck is missing my weekend differential. went smoothly,pay,positive,low,Payroll
1275,We can't agree on who handles admissions. annoyed,coworker_conflict,negative,medium,UnitManager
778,New barcode step adds clicks without improving safety.,workflow,negative,medium,UnitManager
622,The LMS module on sepsis screening was actually helpful—thank you. great support,training,positive,low,HR
985,Morale is low; people are talking about leaving. didn't work,burnout,negative,medium,UnitManager
1630,Leadership changed practice without updating the written policy.,management,negative,medium,HR
1308,We can't agree on who handles admissions. kudos,coworker_conflict,positive,low,UnitManager
385,Oxygen alarm failed and no one was alerted.,safety,negative,high,Safety
579,We need refreshers for contrast allergy protocols.,training,neutral,low,HR
911,Morale is low; people are talking about leaving. unsafe,burnout,negative,medium,UnitManager
667,Visitation rules were updated; please provide the latest version. unpaid,policies,negative,medium,HR
895,My pod keeps getting high acuity without help. problem,patient_load,negative,medium,UnitManager
439,We called a code gray; security took too long to arrive. issue,safety,negative,high,Safety
241,My W-2 has an error with my address.,pay,neutral,medium,Payroll
1514,Team handled a tough code with excellent professionalism—kudos. kudos,professionalism,positive,low,UnitManager
598,Could we get hands-on time with the new EHR features?,training,neutral,low,HR
578,Could we get hands-on time with the new EHR features? great support,training,positive,low,HR
858,I had 7 patients on days including two total cares.,patient_load,negative,medium,UnitManager
600,I'd like more training on the new wound vac device.,training,neutral,low,HR
138,The posted schedule doesn't match the app.,scheduling,neutral,medium,Scheduling
789,The discharge checklist is too long and duplicates the summary.,workflow,neutral,low,UnitManager
261,My paycheck is missing my weekend differential. issue,pay,negative,medium,Payroll
1433,I'm being treated differently because of my religion. worried,discrimination,negative,high,HR
742,The handoff template is missing fields we actually use.,workflow,neutral,low,UnitManager
1089,Nobody told us the clinic was closing early.,communication,neutral,low,UnitManager
1707,A coworker keeps interrupting my patient education sessions.,coworker_conflict,neutral,medium,UnitManager
1607,Break room microwave is broken again. broke,other,negative,low,UnitManager
711,New float policy says we can refuse unsafe assignments. great support,policies,positive,low,HR
1463,The float nurse showed great teamwork and communication. pleased,professionalism,positive,low,UnitManager
893,Assignments are uneven; my side had all new admissions. missing,patient_load,negative,medium,UnitManager
1616,My badge reader works only on the second try. late,other,negative,low,UnitManager
1204,Supervisor plays favorites on shift assignments. thank you,supervisor_behavior,positive,low,HR
496,The IV pump failed calibration mid-infusion. worried,equipment,negative,medium,UnitManager
412,Sharps were left unattended in the triage bay. missing,safety,negative,high,Safety
698,The PPE reuse rule changed but we haven't seen the updated policy. didn't work,policies,negative,medium,HR
813,My pod keeps getting high acuity without help.,patient_load,negative,medium,UnitManager
64,Charge nurse floated again due to lack of coverage. resolved,staffing,positive,low,UnitManager
240,Direct deposit didn't hit this morning.,pay,negative,medium,Payroll
921,I can't keep skipping breaks—this is burning me out. broken,burnout,negative,medium,UnitManager
1282,A colleague undermines me in front of patients. issue,coworker_conflict,negative,medium,UnitManager
839,Assignments are uneven; my side had all new admissions. concerned,patient_load,negative,medium,UnitManager
108,The posted schedule doesn't match the app. broken,scheduling,negative,medium,Scheduling
1360,Comments were made about my background that felt discriminatory. can't,discrimination,negative,high,HR
930,I can't keep skipping breaks—this is burning me out. annoyed,burnout,negative,medium,UnitManager
506,The lift is out of service again and the sign-in sheet is full. broke,equipment,negative,medium,UnitManager
258,Direct deposit didn't hit this morning.,pay,positive,low,Payroll
171,I can't swap my Friday even though policy says I can request.,scheduling,neutral,medium,Scheduling
